,0,1,2,3
0,2011,0,2,9
1,2011,0,2,9
2,2011,0,2,9
3,2011,0,2,9
4,2011,0,2,9
5,2011,0,2,9
6,2011,0,2,9
7,2011,0,2,9
8,2011,0,2,9
9,2011,0,2,9
10,2011,0,2,9
11,2011,0,2,9
12,2011,0,2,9
13,2011,0,2,9
14,2011,0,2,9
15,2011,0,2,9
16,2011,0,2,9
17,2011,0,2,9
18,2011,0,2,9
19,2011,0,2,10
20,2011,0,2,10
21,2011,0,2,10
22,2011,0,2,10
23,2011,0,2,10
24,2011,0,2,10
25,2011,0,2,10
26,2011,0,2,10
27,2011,0,2,10
28,2011,0,2,10
29,2011,0,2,10
30,2011,0,2,10
31,2011,0,2,10
32,2011,0,2,10
33,2011,0,2,10
34,2011,0,2,10
35,2011,0,2,10
36,2011,0,2,10
37,2011,0,2,10
38,2011,0,2,10
39,2011,0,2,10
40,2011,0,2,10
41,2011,0,2,10
42,2011,0,2,10
43,2011,0,3,10
44,2011,0,3,10
45,2011,0,4,10
46,2011,0,4,10
47,2011,0,4,10
48,2011,0,4,10
49,2011,0,4,10
50,2011,0,4,11
51,2011,0,4,11
52,2011,0,4,11
53,2011,0,2,10
54,2011,0,2,10
55,2011,0,2,10
56,2011,1,2,6
57,2011,1,2,6
58,2011,1,2,6
59,2011,1,2,6
60,2011,1,2,7
61,2011,1,2,7
62,2011,1,2,7
63,2011,1,2,7
64,2011,1,2,7
65,2011,1,2,7
66,2011,1,2,7
67,2011,1,2,7
68,2011,1,2,7
69,2011,1,2,7
70,2011,1,2,7
71,2011,1,2,7
72,2011,1,2,7
73,2011,1,2,7
74,2011,1,2,7
75,2011,1,2,7
76,2011,1,2,7
77,2011,1,2,7
78,2011,1,2,7
79,2011,1,2,7
80,2011,1,2,7
81,2011,1,2,7
82,2011,1,2,7
83,2011,1,2,7
84,2011,1,2,7
85,2011,1,2,7
86,2011,1,4,6
87,2011,1,4,6
88,2011,1,4,6
89,2011,1,4,6
90,2011,1,4,7
91,2011,1,4,7
92,2011,1,4,7
93,2011,1,4,7
94,2011,1,4,7
95,2011,1,4,7
96,2011,1,4,7
97,2011,1,4,7
98,2011,1,4,7
99,2011,1,4,7
100,2011,1,4,7
101,2011,1,4,7
102,2011,1,4,7
103,2011,1,4,7
104,2011,1,4,7
105,2011,1,4,7
106,2011,1,4,7
107,2011,1,4,7
108,2011,1,4,7
109,2011,1,4,7
110,2011,1,4,7
111,2011,1,4,7
112,2011,1,4,7
113,2011,1,4,7
114,2011,1,4,7
115,2011,1,4,7
116,2011,1,1,6
117,2011,1,1,6
118,2011,1,1,7
119,2011,1,1,7
120,2011,1,1,7
121,2011,1,1,7
122,2011,1,1,7
123,2011,1,1,7
124,2011,1,1,7
125,2011,1,1,7
126,2011,1,1,7
127,2011,1,1,7
128,2011,1,1,7
129,2011,1,1,7
130,2011,1,1,7
131,2011,1,1,7
132,2011,1,1,7
133,2011,1,1,7
134,2011,1,1,7
135,2011,1,1,7
136,2011,1,1,7
137,2011,1,1,7
138,2011,1,1,7
139,2011,1,1,7
140,2011,1,2,6
141,2011,1,2,6
142,2011,1,2,6
143,2011,1,2,6
144,2011,1,2,6
145,2011,1,2,7
146,2011,1,2,7
147,2011,1,2,7
148,2011,1,2,7
149,2011,1,2,7
150,2011,1,2,8
151,2011,1,2,8
152,2011,1,2,8
153,2011,1,2,8
154,2011,1,2,8
155,2011,1,2,8
156,2011,1,2,8
157,2011,1,2,8
158,2011,1,2,8
159,2011,1,2,8
160,2011,1,2,8
161,2011,1,2,8
162,2011,1,2,8
163,2011,1,2,8
164,2011,1,2,8
165,2011,1,2,8
166,2011,1,2,8
167,2011,1,2,8
168,2011,1,2,8
169,2011,1,2,8
170,2011,1,2,8
171,2011,1,2,8
172,2011,1,2,8
173,2011,1,2,8
174,2011,1,2,8
175,2011,1,4,6
176,2011,1,4,6
177,2011,1,4,6
178,2011,1,4,6
179,2011,1,4,6
180,2011,1,0,4
181,2011,1,0,4
182,2011,1,0,4
183,2011,1,0,4
184,2011,1,0,4
185,2011,1,0,4
186,2011,1,0,4
187,2011,1,0,4
188,2011,1,0,4
189,2011,1,0,4
190,2011,1,0,4
191,2011,1,0,4
192,2011,1,0,4
193,2011,1,0,4
194,2011,1,0,4
195,2011,1,0,5
196,2011,1,0,5
197,2011,1,0,5
198,2011,1,0,5
199,2011,1,0,5
200,2011,1,0,5
201,2011,1,0,5
202,2011,1,0,5
203,2011,1,0,5
204,2011,1,0,5
205,2011,1,0,5
206,2011,1,0,5
207,2011,1,0,5
208,2011,1,0,5
209,2011,1,0,5
210,2011,1,0,5
211,2011,1,0,5
212,2011,1,0,5
213,2011,1,0,5
214,2011,1,0,5
215,2011,1,0,5
216,2011,1,0,5
217,2011,1,0,5
218,2011,1,0,5
219,2011,1,0,5
220,2011,1,0,5
221,2011,1,0,5
222,2011,1,0,5
223,2011,1,0,5
224,2011,1,0,5
225,2011,1,0,5
226,2011,1,0,6
227,2011,1,0,6
228,2011,1,0,6
229,2011,1,0,6
230,2011,1,0,6
231,2011,1,0,6
232,2011,1,0,6
233,2011,1,0,6
234,2011,1,0,6
235,2011,1,0,6
236,2011,1,0,6
237,2011,1,0,6
238,2011,1,0,6
239,2011,1,0,6
240,2011,1,0,6
241,2011,1,0,6
242,2011,1,0,6
243,2011,1,0,6
244,2011,1,0,6
245,2011,1,0,6
246,2011,1,0,6
247,2011,1,0,6
248,2011,1,0,6
249,2011,1,0,6
250,2011,1,0,6
251,2011,1,0,6
252,2011,1,0,6
253,2011,1,0,6
254,2011,1,0,6
255,2011,1,0,6
256,2011,1,4,2
257,2011,1,4,2
258,2011,1,4,2
259,2011,1,4,2
260,2011,1,4,2
261,2011,1,4,2
262,2011,1,4,2
263,2011,1,4,2
264,2011,1,4,2
265,2011,1,4,2
266,2011,1,4,2
267,2011,1,4,2
268,2011,1,4,2
269,2011,1,4,2
270,2011,1,4,2
271,2011,1,4,2
272,2011,1,4,2
273,2011,1,4,2
274,2011,1,4,2
275,2011,1,4,2
276,2011,1,4,2
277,2011,1,4,2
278,2011,1,4,3
279,2011,1,4,3
280,2011,1,4,3
281,2011,1,4,3
282,2011,1,4,3
283,2011,1,4,3
284,2011,1,4,3
285,2011,1,4,3
286,2011,1,4,3
287,2011,1,4,3
288,2011,1,4,3
289,2011,1,4,3
290,2011,1,4,3
291,2011,1,4,3
292,2011,1,4,3
293,2011,1,4,3
294,2011,1,4,3
295,2011,1,4,3
296,2011,1,4,3
297,2011,1,4,3
298,2011,1,4,3
299,2011,1,4,3
300,2011,1,4,3
301,2011,1,4,3
302,2011,1,4,3
303,2011,1,4,3
304,2011,1,4,3
305,2011,1,4,3
306,2011,1,4,3
307,2011,1,4,3
308,2011,1,4,3
309,2011,1,4,4
310,2011,1,4,4
311,2011,1,4,4
312,2011,1,4,4
313,2011,1,4,4
314,2011,1,4,4
315,2011,1,4,4
